Source User,Application,Category,Verdict,AD Group,Bytes
example_domain\kevin.benson,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,9303099
example_domain\kevin.benson,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,4294537
example_domain\kevin.benson,service-now-base,management,The application is allowed by security rule 'servicenow-app',irrelevant,4193723
example_domain\kevin.benson,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2606626
example_domain\kevin.benson,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1822394
example_domain\kevin.benson,workday-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1429276
example_domain\kevin.benson,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,690791
example_domain\kevin.benson,windows-azure-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,256027
example_domain\kevin.benson,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,60280
example_domain\kevin.benson,giphy-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,53176
example_domain\arthur.hudson,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,13442161571
example_domain\arthur.hudson,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,680378940
example_domain\arthur.hudson,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,319523917
example_domain\arthur.hudson,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,283391859
example_domain\arthur.hudson,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,213645706
example_domain\arthur.hudson,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,210133847
example_domain\arthur.hudson,zoom-meeting,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,148901064
example_domain\arthur.hudson,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,101254085
example_domain\arthur.hudson,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,16893007
example_domain\arthur.hudson,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,12863043
example_domain\arthur.hudson,zoom-phone,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,11883424
example_domain\arthur.hudson,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,7387667
example_domain\arthur.hudson,new-relic,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,4329287
example_domain\arthur.hudson,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2991104
example_domain\arthur.hudson,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2377471
example_domain\arthur.hudson,ms-powerpoint-online,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1699017
example_domain\arthur.hudson,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1213638
example_domain\arthur.hudson,youtube-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,968367
example_domain\arthur.hudson,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,647600
example_domain\arthur.hudson,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,592509
example_domain\arthur.hudson,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,554622
example_domain\arthur.hudson,ms-outlook-downloading,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,286983
example_domain\arthur.hudson,facebook-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,106798
example_domain\arthur.hudson,workday-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,62568
example_domain\arthur.hudson,giphy-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,61520
example_domain\debbie.walker,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,11782203725
example_domain\debbie.walker,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1290300959
example_domain\debbie.walker,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,814514558
example_domain\debbie.walker,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,316787005
example_domain\debbie.walker,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,198709596
example_domain\debbie.walker,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,196843324
example_domain\debbie.walker,zoom-meeting,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,162118673
example_domain\debbie.walker,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,152242220
example_domain\debbie.walker,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,70657747
example_domain\debbie.walker,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,65137578
example_domain\debbie.walker,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,57817205
example_domain\debbie.walker,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,52181102
example_domain\debbie.walker,ms-powerpoint-online,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,43966691
example_domain\debbie.walker,sharepoint-online-downloading,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,28447110
example_domain\debbie.walker,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,27427464
